composition,compostion_id,grain_size,size_index,stochastic_heating,heating_timescale,cooling_timescale,heat2cool_ratio,type,scale,temperature,wavelength,Cext,Cabs,Csca,albedo,g,eq_emis,st_emis
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,10.0767,1.11639E-19,1.11639E-19,1.89363E-29,1.6962E-10,1.60499E-08,1.67372E-37,3.88649E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,10.5939,1.04515E-19,1.04515E-19,1.54767E-29,1.48082E-10,1.53678E-08,2.80374E-36,3.39765E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,11.1377,9.85693E-20,9.85693E-20,1.26396E-29,1.28231E-10,1.31115E-08,4.05999E-35,2.98144E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,11.7094,9.22889E-20,9.22889E-20,1.04188E-29,1.12894E-10,2.16202E-09,5.04573E-34,2.58805E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,12.3105,8.80142E-20,8.80142E-20,8.47159E-30,9.62526E-11,3.8096E-09,5.56152E-33,2.28034E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,12.9424,8.4139E-20,8.4139E-20,6.91747E-30,8.22148E-11,1.33587E-08,5.38634E-32,2.00721E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,13.6067,8.10421E-20,8.10421E-20,5.64863E-30,6.96999E-11,1.44313E-09,4.63729E-31,1.77423E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,14.3051,7.8944E-20,7.8944E-20,4.60884E-30,5.83811E-11,1.1573E-08,3.58401E-30,1.58094E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,15.0394,7.78756E-20,7.78756E-20,3.75823E-30,4.82594E-11,1.4466E-08,2.50456E-29,1.42208E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,15.8114,7.80599E-20,7.80599E-20,3.06453E-30,3.92587E-11,1.07101E-08,1.59666E-28,1.29583E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,16.623,7.94714E-20,7.94714E-20,2.49842E-30,3.14379E-11,2.98507E-09,9.33079E-28,1.19573E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,17.4762,8.22745E-20,8.22745E-20,2.03582E-30,2.47442E-11,-1.46196E-08,5.02957E-27,1.11876E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,18.3733,8.68656E-20,8.68656E-20,1.65798E-30,1.90868E-11,-2.14763E-08,2.51991E-26,1.06453E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,19.3164,9.33679E-20,9.33679E-20,1.352E-30,1.44804E-11,2.87151E-08,1.17673E-25,1.02843E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,20.3079,1.02083E-19,1.02083E-19,1.10319E-30,1.08068E-11,-9.52793E-09,5.13954E-25,1.00802E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,21.3503,1.13726E-19,1.13726E-19,9.01138E-31,7.92376E-12,2.78485E-09,2.11175E-24,1.00422E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,22.4463,1.29001E-19,1.29001E-19,7.38471E-31,5.72454E-12,1.8836E-08,8.18867E-24,1.01618E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,23.5984,1.48467E-19,1.48467E-19,6.08784E-31,4.10047E-12,-9.63021E-10,2.99716E-23,1.04092E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,24.8097,1.72297E-19,1.72297E-19,5.06208E-31,2.938E-12,2.19306E-09,1.03272E-22,1.07281E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,26.0832,2.00256E-19,2.00256E-19,4.26362E-31,2.12908E-12,-2.3681E-08,3.33836E-22,1.10505E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,27.4221,2.30326E-19,2.30326E-19,3.64077E-31,1.5807E-12,-6.65287E-09,1.00355E-21,1.12417E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,28.8297,2.57993E-19,2.57993E-19,3.16129E-31,1.22534E-12,-3.07763E-08,2.76928E-21,1.11169E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,30.3095,2.80075E-19,2.80075E-19,2.77881E-31,9.92166E-13,5.09046E-09,7.00128E-21,1.06359E-18
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,31.8653,2.86517E-19,2.86517E-19,2.44151E-31,8.52136E-13,-3.36564E-08,1.58112E-20,9.5735E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,33.5009,2.80874E-19,2.80874E-19,2.14148E-31,7.62434E-13,-9.54278E-09,3.25188E-20,8.24521E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,35.2206,2.57759E-19,2.57759E-19,1.83394E-31,7.11496E-13,-1.69416E-08,5.96528E-20,6.6386E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,37.0284,2.28134E-19,2.28134E-19,1.55127E-31,6.79982E-13,4.30168E-08,1.00787E-19,5.14859E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,38.9291,1.9562E-19,1.9562E-19,1.28869E-31,6.58771E-13,7.29454E-09,1.57911E-19,3.8643E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,40.9273,1.64784E-19,1.64784E-19,1.06023E-31,6.43406E-13,9.90129E-09,2.33135E-19,2.84655E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,43.0282,1.37858E-19,1.37858E-19,8.64951E-32,6.27422E-13,2.85075E-08,3.2856E-19,2.08082E-19
graphite,2,3.55E-08,0,True,16757100,0.0234819,100,IRSF,1,-1,45.2368,1.14907E-19,1.14907E-19,7.03269E-32,6.12032E-13,9.3988E-08,4.44277E-19,1.5145E-19
